original_title,release_year,director,production_companies,genres,budget (millions),revenue (millions),profit (millions),roi,popularity,vote_average,vote_count
The Voices,2015,Marjane Satrapi,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,Horror|Thriller|Comedy|Crime,0.0,0.0,0.0,,1.03,6.0,371
Last Knights,2015,Kazuaki Kiriya,Czech Anglo Productions|Luka Productions,Action|Adventure,0.0,3.64,3.64,,1.02,6.3,237
Il racconto dei racconti,2015,Matteo Garrone,HanWay Films|Rai Cinema|Le Pacte|Fonds Eurimages du Conseil de l'Europe|Recorded Picture Company (RPC),Romance|Fantasy|Horror,12.0,0.0,-12.0,-1.0,1.01,5.7,211
Irrational Man,2015,Woody Allen,Sony Pictures|Gravier Productions,Mystery|Drama,11.0,27.39,16.39,1.49,1.01,6.1,319
Queen of the Desert,2015,Werner Herzog,Benaroya Pictures|H Films|Raslan Company of America,Drama|History,15.0,0.0,-15.0,-1.0,0.97,6.0,30
Ricki and the Flash,2015,Jonathan Demme,Columbia TriStar|Clinica Estetico|LStar Capital,Comedy|Drama|Music,18.0,41.33,23.33,1.3,0.96,5.5,152
Miss You Already,2015,Catherine Hardwicke,S Films|New Sparta Films,Comedy|Drama|Romance,0.0,0.0,0.0,,0.95,7.2,139
Kung Fury,2015,David Sandberg,Laser Unicorns,Action|Comedy|Science Fiction|Fantasy,0.630019,0.0,-0.630019,-1.0,0.95,7.7,487
The Perfect Guy,2015,David M. Rosenthal,Screen Gems,Drama|Thriller,12.0,60.27,48.27,4.02,0.95,5.6,122
A Bigger Splash,2015,Luca Guadagnino,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,Crime|Drama|Mystery|Thriller,0.0,1.94,1.94,,0.94,5.8,69
While We're Young,2015,Noah Baumbach,Scott Rudin Productions|A24,Drama|Comedy,10.0,7.59,-2.41,-0.24,0.94,5.9,265
Get Hard,2015,Etan Cohen,Gary Sanchez Productions|Warner Bros.,Comedy,40.0,106.51,66.51,1.66,0.93,5.9,661
Kidnapping Mr. Heineken,2015,Daniel Alfredson,Umedia|Informant Europe SPRL|European Film Company,Drama|Action|Crime|Thriller,0.0,0.0,0.0,,0.92,5.8,131
The Ridiculous 6,2015,Frank Coraci,Happy Madison Productions,Comedy|Western,60.0,0.0,-60.0,-1.0,0.91,4.8,252
Kill Me Three Times,2015,Kriv Stenders,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,Comedy|Thriller,0.0,0.0,0.0,,0.91,5.1,96
The 33,2015,Patricia Riggen,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,History|Drama,25.0,24.9,-0.10000000000000142,-0.0,0.91,5.8,262
Suffragette,2015,Sarah Gavron,Ruby Films|PathÃ©|Film4,Drama|History,14.0,16.0,2.0,0.14,0.9,7.1,231
45 Years,2015,Andrew Haigh,The Bureau,Drama,0.0,0.0,0.0,,0.89,6.0,167
We Are Your Friends,2015,Max Joseph,Working Title Films,Drama|Music|Romance,6.0,11.12,5.119999999999999,0.85,0.88,6.2,412
Barely Lethal,2015,Kyle Newman,A24,Adventure|Action|Comedy,0.0,0.01,0.01,,0.88,5.5,215
Macbeth,2015,Justin Kurzel,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),History|Drama|War,0.0,13.19,13.19,,0.87,6.4,269
Extraction,2015,Steven C. Miller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,Action|Thriller,0.0,0.02,0.02,,0.87,4.2,57
Jenny's Wedding,2015,Mary Agnes Donoghue,MM Productions|Merced Media Partners|PalmStar Media,Comedy|Drama,0.0,0.0,0.0,,0.86,5.2,92
Descendants,2015,Kenny Ortega,Walt Disney Television,Music|Action|Adventure|Comedy|Family,0.0,0.0,0.0,,0.85,6.7,262
Tumbledown,2015,Sean Mewshaw,Echo Films|Bron Studios|Hahnscape,Music|Romance|Comedy,0.0,0.0,0.0,,0.84,6.6,22
Far from the Madding Crowd,2015,Thomas Vinterberg,Fox Searchlight Pictures|DNA Films|BBC Films,Romance|Drama,0.0,30.23,30.23,,0.84,6.9,220
The End of the Tour,2015,James Ponsoldt,A24,Drama,0.0,3.0,3.0,,0.84,7.3,126
The Second Best Exotic Marigold Hotel,2015,John Madden,Participant Media|Fox Searchlight|Blueprint Pictures,Drama|Comedy,10.0,85.98,75.98,7.6,0.83,6.4,196
Little Boy,2015,Alejandro Monteverde,Metanoia Films,Comedy|Drama|War,20.0,6.42,-13.58,-0.68,0.83,7.1,113
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,Brandon Vietti,Warner Bros. Animation,Action|Adventure|Animation|Family,0.0,0.0,0.0,,0.82,6.4,14
Remember,2015,Atom Egoyan,Serendipity Point Films|Egoli Tossell Film AG,Drama|Thriller,0.0,1.99,1.99,,0.82,7.7,75
Aloha,2015,Cameron Crowe,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,Adventure|Comedy|Romance,37.0,26.25,-10.75,-0.29,0.81,5.2,469
Accidental Love,2015,David O. Russell|Stephen Greene,K. JAM Media,Romance|Comedy,26.0,0.0,-26.0,-1.0,0.81,3.6,64
Halo: The Fall of Reach,2015,Ian Kirby,343 Industries|The Sequence Group,Action|Animation|Science Fiction,0.0,0.0,0.0,,0.81,5.3,32
Our Brand Is Crisis,2015,David Gordon Green,Participant Media|Smokehouse Pictures,Drama|Comedy,28.0,7.0,-21.0,-0.75,0.8,5.7,122
Into the Forest,2015,Patricia Rozema,Rhombus Media|Bron Studios,Drama|Science Fiction,0.0,0.0,0.0,,0.79,5.1,57
The Invitation,2015,Karyn Kusama,Pandastorm Pictures,Thriller,0.0,0.23,0.23,,0.79,6.4,192
The Benefactor,2015,Andrew Renzi,KSM,Drama,0.0,0.0,0.0,,0.78,4.5,55
Open Season: Scared Silly,2015,David Feiss,Sony Pictures Animation,Animation|Comedy|Family|Adventure,0.0,0.0,0.0,,0.77,5.6,33
Cop Car,2015,Jon Watts,Park Pictures|Audax Films|Dark Arts Film|End Cue,Thriller,0.0,0.13,0.13,,0.77,5.5,174
Mojave,2015,William Monahan,Atlas Independent|Henceforth Pictures|Highland Film Group|MICA Entertainment,Thriller,0.0,0.0,0.0,,0.77,4.3,17
Sleeping with Other People,2015,Leslye Headland,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,Comedy,0.0,3.21,3.21,,0.76,6.2,197
Forsaken,2015,Jon Cassar,Minds Eye Entertainment|Panacea Entertainment|Moving Pictures Media,Western|Drama,11.0,0.0,-11.0,-1.0,0.75,5.6,53
Amy,2015,Asif Kapadia,On The Corner Films|Universal Music,Documentary|Music,0.0,8.41,8.41,,0.74,7.5,345
Madame Bovary,2015,Sophie Barthes,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,Drama,0.0,0.0,0.0,,0.73,5.3,52
The Hallow,2015,Corin Hardy,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,Fantasy|Horror,0.0,0.0,0.0,,0.72,4.9,122
Barbie in Princess Power,2015,Zeke Norton,Mattel Playground Productions,Family|Animation,0.0,0.0,0.0,,0.71,5.5,13
Howl,2015,Paul Hyett,Starchild Pictures,Horror,0.0,0.0,0.0,,0.71,4.9,62
Freeheld,2015,Peter Sollett,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,Romance|Drama,7.0,0.57,-6.43,-0.92,0.71,7.1,86
Man Up,2015,Ben Palmer,Big Talk Productions|StudioCanal,Romance|Comedy,0.0,0.0,0.0,,0.7,6.5,264
Love,2015,Gaspar NoÃ©,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,Drama|Romance,3.0,0.7,-2.3,-0.77,0.7,4.7,307
Truth,2015,James Vanderbilt,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),Drama,9.6,2.54,-7.06,-0.74,0.7,6.4,89
Return to Sender,2015,Fouad Mikati,Voltage Pictures|Arrow Films|Boo Pictures,Thriller,0.0,0.0,0.0,,0.7,5.0,88
Danny Collins,2015,Dan Fogelman,Big Indie Pictures|ShivHans Pictures,Comedy|Drama|Music,10.0,10.84,0.8399999999999999,0.08,0.69,6.6,114
Rock the Kasbah,2015,Barry Levinson,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,Comedy|Music|War,15.0,3.02,-11.98,-0.8,0.69,5.1,56
Fathers and Daughters,2015,Gabriele Muccino,Andrea Leone Films|Fear of God Films|Busted Shark Productions,Drama,2.24,0.0,-2.24,-1.0,0.69,7.0,142
"Hello, My Name Is Doris",2015,Michael Showalter,Red Crown Productions|Haven Entertainment,Comedy|Drama|Romance,1.0,14.44,13.44,13.44,0.67,6.6,87
The Vatican Tapes,2015,Mark Neveldine,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,Thriller|Horror,13.0,1.78,-11.22,-0.86,0.67,4.5,164
99 Homes,2015,Ramin Bahrani,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,Drama,8.0,1.41,-6.59,-0.82,0.66,6.8,121
Hot Tub Time Machine 2,2015,Steve Pink,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),Comedy,14.0,12.31,-1.6899999999999995,-0.12,0.66,5.0,244
Knight of Cups,2015,Terrence Malick,Waypoint Entertainment|Dogwood Films,Romance|Drama,0.0,0.0,0.0,,0.65,5.7,101
Manglehorn,2015,David Gordon Green,Worldview Entertainment,Drama,4.0,0.14,-3.86,-0.96,0.65,5.0,35
Mississippi Grind,2015,Ryan Fleck|Anna Boden,Electric City Entertainment|Sycamore Pictures|Gowanus Projections,Drama,0.0,0.0,0.0,,0.65,5.7,74
400 Days,2015,Matt Osterman,New Artists Alliance,Mystery|Science Fiction|Thriller,0.0,0.0,0.0,,0.64,4.2,98
Lava,2015,James Ford Murphy,Pixar Animation Studios,Animation|Comedy|Family|Fantasy|Music,0.0,0.0,0.0,,0.64,7.3,298
Air,2015,Christian Cantamessa,Automatik Entertainment|Circle of Confusion|Skybound Entertainment,Thriller|Science Fiction,0.0,0.0,0.0,,0.64,4.7,135
Riot,2015,John Lyde,Mainstay Productions,Action,0.0,0.0,0.0,,0.63,5.0,11
Septembers of Shiraz,2015,Wayne Blair,Eclectic pictures|AMBI Group,Drama|Thriller,0.0,0.0,0.0,,0.63,5.9,14
Every Thing Will Be Fine,2015,Wim Wenders,Neue Road Movies|Film i VÃ¤st|Montauk Productions|GÃ¶ta Film,Drama,0.0,0.01,0.01,,0.61,5.1,44
Extinction,2015,Miguel Ãngel Vivas,Vaca Films|La Ferme! Productions|Laokoon Filmgroup|Ombra Films|TelefÃ³nica Studios,Drama|Horror|Science Fiction,0.0,0.0,0.0,,0.61,5.3,135
The Childhood of a Leader,2015,Brady Corbet,Hepp Film|Bow and Arrow Entertainment|FilmTeam|Bron Capital Partners,Mystery|Drama|Horror,0.0,0.0,0.0,,0.6,3.6,25
A Walk in the Woods,2015,Ken Kwapis,Wildwood Enterprises|Route One Films,Drama|Adventure|Comedy,8.0,35.99,27.990000000000002,3.5,0.6,5.4,171
Clown,2015,Jon Watts,Zed Filmworks|Cross Creek Pictures|Vertebra Films|PS 260,Horror,0.0,0.0,0.0,,0.6,5.2,182
The Lazarus Effect,2015,David Gelb,Lionsgate|Blumhouse Productions|Chapter One Films,Thriller|Horror,3.3,64.11,60.81,18.43,0.6,4.9,327
Batman vs. Robin,2015,Jay Oliva,Warner Bros. Animation|DC Entertainment,Action|Adventure|Animation,0.0,0.0,0.0,,0.59,6.8,142
Careful What You Wish For,2015,Elizabeth Allen Rosenbaum,Hyde Park Entertainment|Troika Pictures|Amasia Entertainment|Merced Media Partners|Roberi Media,Thriller,8.0,0.0,-8.0,-1.0,0.59,5.4,57
Racing Extinction,2015,Louie Psihoyos,Unknown,Adventure|Documentary,0.0,0.0,0.0,,0.58,7.8,36
Unfinished Business,2015,Ken Scott,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,Comedy,35.0,14.43,-20.57,-0.59,0.58,4.9,241
Lost River,2015,Ryan Gosling,Bold Films|Marc Platt Productions|Phantasma,Fantasy|Thriller,2.0,0.05,-1.95,-0.98,0.57,5.7,129
Cobain: Montage of Heck,2015,Brett Morgen,HBO Documentary Films|Public Road Productions,Music|Documentary,0.0,0.0,0.0,,0.57,7.5,197
Hyena Road,2015,Paul Gross,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,War|Drama,0.0,0.0,0.0,,0.56,5.7,29
Criminal Activities,2015,Jackie Earle Haley,NeeNee Productions|Capacity Pictures|May Day Movies,Thriller|Crime|Drama,7.0,0.0,-7.0,-1.0,0.56,5.9,67
Life,2015,Anton Corbijn,See-Saw Films,Drama,12.0,0.0,-12.0,-1.0,0.56,5.9,75
"McFarland, USA",2015,Niki Caro,Walt Disney Pictures|Mayhem Pictures,Drama,0.0,45.71,45.71,,0.55,7.4,139
Backtrack,2015,Michael Petroni,Head Gear Films|Screen Australia|Metrol Technology|Bankside Films,Horror|Mystery,0.0,0.0,0.0,,0.55,5.4,52
X+Y,2015,Morgan Matthews,Original Pictures|Head Gear Films|Minnow Films,Drama,0.0,0.0,0.0,,0.55,6.0,133
Home Sweet Hell,2015,Anthony Burns,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,Drama|Comedy,3.0,0.0,-3.0,-1.0,0.55,4.9,136
Ooops! Noah is Gone...,2015,Toby Genkel|Sean McCormack,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,Animation|Adventure|Comedy,6.0,0.0,-6.0,-1.0,0.54,5.7,50
The Unspoken,2015,Sheldon Wilson,Lighthouse Pictures|Sapphire Fire Limited,Thriller|Horror,0.0,0.0,0.0,,0.53,4.1,10
Hot Girls Wanted,2015,Jill Bauer|Ronna Gradus,Two to Tangle Productions,Documentary,0.0,0.0,0.0,,0.53,5.9,158
The Gallows,2015,Travis Cluff|Chris Lofing,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,Horror|Thriller,0.1,42.66,42.559999999999995,425.6,0.53,5.0,247
Dirty Weekend,2015,Neil LaBute,Horsethief Pictures,Drama|Comedy,0.0,0.0,0.0,,0.53,4.8,12
I Spit on Your Grave III: Vengeance is Mine,2015,R.D. Braunstein,Cinetel Films,Horror|Thriller,0.0,0.0,0.0,,0.53,5.0,100
Experimenter,2015,Michael Almereyda,FJ Productions|BB Film Productions,History|Drama,0.0,0.0,0.0,,0.53,6.9,94
By the Sea,2015,Angelina Jolie,Plan B Entertainment|Jolie Pas|Pellikola,Drama|Romance,10.0,3.33,-6.67,-0.67,0.52,5.4,82
Woodlawn,2015,Andrew Erwin|Jon Erwin,Sony Pictures,Drama,0.0,0.0,0.0,,0.52,6.8,32
The Hollow,2015,Sheldon Wilson,Sonar Entertainment,Horror|TV Movie,0.0,0.0,0.0,,0.52,5.1,19
Visions,2015,Kevin Greutert,Blumhouse Productions|Chapter One Films,Thriller|Horror,0.0,0.0,0.0,,0.52,5.5,67
Beyond the Mask,2015,Chad Burns,Burns Family Studios,Action,0.0,1.24,1.24,,0.51,6.2,13
I Am Here,2015,Anders Morgenthaler,Zentropa Entertainments,Drama|Thriller,0.0,0.0,0.0,,0.51,4.0,18
Wild Horses,2015,Robert Duvall,Patriot Pictures,Crime|Drama,0.0,0.0,0.0,,0.51,4.1,16
Pressure,2015,Ron Scalpello,Isle of Man Film|Bigscope Films|Pinewood Pictures,Drama|Thriller,0.0,0.0,0.0,,0.5,5.0,29
Hidden,2015,Ross Duffer|Matt Duffer,Primal Pictures|Warner Bros.,Thriller|Horror,0.0,0.0,0.0,,0.5,6.5,96
Hell & Back,2015,Tom Gianas|Ross Shuman,Freestyle Releasing|ShadowMachine Films,Fantasy|Comedy|Animation,0.0,0.16,0.16,,0.5,4.3,47
Robot Overlords,2015,Jon Wright,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,Adventure|Science Fiction|Action,21.0,0.0,-21.0,-1.0,0.49,4.9,63
The Man with the Iron Fists 2,2015,Roel ReinÃ©,Living Films|Arcade Pictures|Iron Fists,Action,0.0,0.0,0.0,,0.48,4.7,43
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015,Rick Morales,Warner Bros. Animation,Action|Adventure|Animation|Family,0.0,0.0,0.0,,0.48,6.8,17
Crown for Christmas,2015,Alex Zamm,Unknown,TV Movie,0.0,0.0,0.0,,0.48,7.6,10
Spare Parts,2015,Sean McNamara,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,Action|Drama|Family,0.0,0.0,0.0,,0.48,6.6,38
The World Made Straight,2015,David Burris,Myriad Pictures|Dreambridge Films|Bifrost Pictures,Drama,0.0,0.0,0.0,,0.47,5.8,13
Last Shift,2015,Anthony DiBlasi,Skyra Entertainment,Horror|Thriller,0.0,0.0,0.0,,0.47,5.6,77
Frankenstein,2015,Bernard Rose,Eclectic pictures|Summerstorm Entertainment|Bad Badger,Horror|Thriller,0.0,0.0,0.0,,0.47,4.5,14
Cartel Land,2015,Matthew Heineman,The Documentary Group|Our Time Projects,Drama|Documentary,0.0,0.0,0.0,,0.47,7.5,112
Superfast!,2015,Jason Friedberg|Aaron Seltzer,The Safran Company|3 in the Box,Comedy,20.0,0.0,-20.0,-1.0,0.47,4.4,60
Moonwalkers,2015,Antoine Bardou-Jacquet,Nexus Factory|Partizan Films|Potemkin Productions,Comedy,0.0,0.0,0.0,,0.47,6.0,53
Chi-Raq,2015,Spike Lee,40 Acres & A Mule Filmworks|Amazon Studios,Music|Drama|Crime|Comedy,0.0,0.0,0.0,,0.47,5.9,33
Bad Asses on the Bayou,2015,Craig Moss,Sense and Sensibility Ventures|Silver Nitrate,Comedy|Action,5.3,0.0,-5.3,-1.0,0.47,5.8,24
Strange Magic,2015,Gary Rydstrom,Lucasfilm|Touchstone Pictures,Music|Animation|Family|Fantasy,0.0,13.6,13.6,,0.47,6.1,68
Black or White,2015,Mike Binder,Treehouse Pictures,Drama,9.0,21.57,12.57,1.4,0.46,6.7,72
Dead Rising,2015,Zach Lipovsky,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,Horror|Science Fiction,0.0,0.0,0.0,,0.46,4.9,82
Deathgasm,2015,Jason Lei Howden,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,Comedy|Horror,0.0,0.0,0.0,,0.45,6.5,83
Justice League: Gods and Monsters,2015,Sam Liu,DC Comics|Warner Bros. Animation,Action|Animation|Fantasy,0.0,0.0,0.0,,0.45,6.9,99
I Saw the Light,2015,Marc Abraham,Bron Studios|RatPac Entertainment,Drama|Music,13.0,1.65,-11.35,-0.87,0.45,5.6,19
Good Kill,2015,Andrew Niccol,Voltage Pictures|Sobini Films|Dune Films,Action|Drama|Thriller,0.0,0.32,0.32,,0.45,5.7,132
Southbound,2015,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,Willowbrook Regent Films,Fantasy|Thriller|Horror|Science Fiction,0.0,0.0,0.0,,0.44,6.0,73
Star Trek: Renegades,2015,Tim Russ,ST Renegades,Action|Science Fiction|Adventure|Fantasy,0.0,0.0,0.0,,0.44,4.1,31
The Boy,2015,Craig Macneill,Chiller Films|SpectreVision,Thriller|Drama|Horror,0.0,0.0,0.0,,0.44,6.1,22
Riley's First Date?,2015,Josh Cooley,Walt Disney Pictures|Pixar Animation Studios,Animation|Family,0.0,0.0,0.0,,0.44,7.3,137
The Program,2015,Stephen Frears,StudioCanal|Working Title Films,Drama,0.0,3.29,3.29,,0.44,5.9,107
Lila & Eve,2015,Charles Stone III,A&E Television Networks|ChickFlick Productions|Lifetime Productions,Thriller|Drama,0.0,0.0,0.0,,0.44,5.2,78
The Final Girls,2015,Todd Strauss-Schulson,Groundswell Productions|Ulterior Productions|Studio Solutions,Horror|Comedy,0.0,0.0,0.0,,0.44,6.6,211
He Never Died,2015,Jason Krawczyk,Alternate Ending Studios|108 Media,Thriller|Horror|Comedy|Drama,0.0,0.0,0.0,,0.44,6.3,65
A Very Murray Christmas,2015,Sofia Coppola,American Zoetrope|South Beach Productions|Departed Productions,Comedy|Music,0.0,0.0,0.0,,0.44,5.4,101
Kill Your Friends,2015,Owen Harris,Altitude Film Entertainment|AI-Film|Unigram,Thriller|Comedy|Crime,0.0,0.0,0.0,,0.44,5.5,54
Battle For SkyArk,2015,Simon Hung,Mr.Monster,Family|Science Fiction|Action|Adventure,0.0,0.0,0.0,,0.44,3.5,18
Jem and the Holograms,2015,Jon M. Chu,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,Drama|Music|Adventure|Fantasy,5.0,2.33,-2.67,-0.53,0.44,5.7,69
The Adderall Diaries,2015,Pamela Romanowsky,RabbitBandini Productions|Windowseat Films,Thriller|Action|Drama,0.0,0.0,0.0,,0.43,4.8,23
Grizzly,2015,David Hackl,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,Action|Horror|Thriller,10.0,0.0,-10.0,-1.0,0.43,5.0,35
Where to Invade Next,2015,Michael Moore,Dog Eat Dog Films|IMG Films,Documentary,0.0,0.0,0.0,,0.43,7.2,67
Beasts of No Nation,2015,Cary Fukunaga,Participant Media|Focus Features|Red Crown Productions,Drama|War,6.0,0.09,-5.91,-0.98,0.42,7.5,306
A Christmas Horror Story,2015,Grant Harvey|Steven Hoban|Brett Sullivan,Copperheart Entertainment,Horror,0.0,0.0,0.0,,0.42,5.6,56
Sunset Song,2015,Terence Davies,Iris productions|Hurricane Films|SellOutPictures,Drama,0.0,0.0,0.0,,0.42,7.1,19
Synchronicity,2015,Jacob Gentry,Pop Films|Soapbox Films,Thriller|Mystery|Science Fiction,0.0,0.0,0.0,,0.43,5.3,45
12 Gifts of Christmas,2015,Peter Sullivan,Unknown,Family|TV Movie,0.0,0.0,0.0,,0.42,6.3,12
The Pack,2015,Nick Robertson,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,Thriller|Horror,0.0,0.0,0.0,,0.42,5.5,15
Demonic,2015,Will Canon,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,Thriller|Horror,3.0,3.39,0.3900000000000001,0.13,0.41,5.0,91
The Girl in the Photographs,2015,Nick Simon,Unknown,Crime|Horror|Thriller,0.0,0.0,0.0,,0.37,4.7,10
The Legend of Barney Thomson,2015,Robert Carlyle,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,Thriller|Drama|Comedy,0.0,0.0,0.0,,0.41,5.7,21
The Duke of Burgundy,2015,Peter Strickland,Pioneer Pictures|Rook Films,Drama,1.0,0.0,-1.0,-1.0,0.41,5.8,58
88,2015,April Mullen,WANGO Films,Thriller|Action,0.0,0.0,0.0,,0.41,4.4,20
The Girl in the Book,2015,Marya Cohn,Varient Busted Buggy Entertainmen,Drama,0.0,0.0,0.0,,0.41,6.2,23
Avengers Grimm,2015,Jeremy M. Inman,The Asylum,Fantasy|Action|Adventure,0.0,0.0,0.0,,0.4,3.8,23
The D Train,2015,Andrew Mogel|Jarrad Paul,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,Drama|Comedy,0.447524,0.77,0.32247600000000004,0.72,0.4,4.2,47
The Lion Guard: Return of the Roar,2015,Howy Parkins,Walt Disney Television Animation,Family|TV Movie|Animation,0.0,0.0,0.0,,0.25,5.9,48
A Royal Night Out,2015,Julian Jarrold,Ecosse Films|Scope Pictures|Filmgate Films,Thriller|Romance|Drama,0.0,0.23,0.23,,0.4,6.2,42
Parallels,2015,Christopher Leone,Fox Digital Studios,Science Fiction|Action,0.0,0.0,0.0,,0.4,6.1,92
Born to Be Blue,2015,Robert Budreau,New Real Films|Lumanity Production,Drama|Music,0.0,0.83,0.83,,0.4,6.8,16
The Marine 4: Moving Target,2015,William Kaufman,WWE Studios,Thriller|Action,1.95,0.0,-1.95,-1.0,0.39,5.7,35
Tales of Halloween,2015,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,Epic Pictures Group|Film Entertainment Services,Horror,0.0,0.0,0.0,,0.39,5.3,74
